Country Name,Country Code,Series Name,Series Code,2019
Brazil,BRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,73
Brazil,BRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Brazil,BRA,"International tourism, number of arrivals",ST.INT.ARVL,6353000
Brazil,BRA,"International tourism, number of departures",ST.INT.DPRT,..
British Virgin Islands,VGB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
British Virgin Islands,VGB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
British Virgin Islands,VGB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
British Virgin Islands,VGB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
British Virgin Islands,VGB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
British Virgin Islands,VGB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
British Virgin Islands,VGB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
British Virgin Islands,VGB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
British Virgin Islands,VGB,"International tourism, number of arrivals",ST.INT.ARVL,302399.9939
British Virgin Islands,VGB,"International tourism, number of departures",ST.INT.DPRT,..
Brunei Darussalam,BRN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.76000023
Brunei Darussalam,BRN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.950000048
Brunei Darussalam,BRN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.27999878
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.920000076
Brunei Darussalam,BRN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Brunei Darussalam,BRN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Brunei Darussalam,BRN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Brunei Darussalam,BRN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Brunei Darussalam,BRN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Brunei Darussalam,BRN,"International tourism, number of arrivals",ST.INT.ARVL,333000
Brunei Darussalam,BRN,"International tourism, number of departures",ST.INT.DPRT,..
Bulgaria,BGR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,30.02000046
Bulgaria,BGR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.619999886
Bulgaria,BGR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,63.36000061
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.230000019
Bulgaria,BGR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Bulgaria,BGR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93
Bulgaria,BGR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,85
Bulgaria,BGR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
Bulgaria,BGR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Bulgaria,BGR,"International tourism, number of arrivals",ST.INT.ARVL,12552000
Bulgaria,BGR,"International tourism, number of departures",ST.INT.DPRT,7007000
Burkina Faso,BFA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.15999985
Burkina Faso,BFA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,26.20999908
Burkina Faso,BFA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,48.63999939
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.619999886
Burkina Faso,BFA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Burkina Faso,BFA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88
Burkina Faso,BFA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91
Burkina Faso,BFA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Burkina Faso,BFA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Burkina Faso,BFA,"International tourism, number of arrivals",ST.INT.ARVL,143000
Burkina Faso,BFA,"International tourism, number of departures",ST.INT.DPRT,..
Burundi,BDI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,3.349999905
Burundi,BDI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,86.20999908
Burundi,BDI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,10.44999981
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.419999957
Burundi,BDI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Burundi,BDI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92
Burundi,BDI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,93
Burundi,BDI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93
Burundi,BDI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Burundi,BDI,"International tourism, number of arrivals",ST.INT.ARVL,..
Burundi,BDI,"International tourism, number of departures",ST.INT.DPRT,..
Cabo Verde,CPV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.79999924
Cabo Verde,CPV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.60000038
Cabo Verde,CPV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,67.59999847
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.06999969
Cabo Verde,CPV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Cabo Verde,CPV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98
Cabo Verde,CPV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Cabo Verde,CPV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Cabo Verde,CPV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Cabo Verde,CPV,"International tourism, number of arrivals",ST.INT.ARVL,758000
Cabo Verde,CPV,"International tourism, number of departures",ST.INT.DPRT,..
Cambodia,KHM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.90999985
Cambodia,KHM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,34.52999878
Cambodia,KHM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,37.56000137
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.129999995
Cambodia,KHM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Cambodia,KHM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,84
Cambodia,KHM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,92
Cambodia,KHM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
Cambodia,KHM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Cambodia,KHM,"International tourism, number of arrivals",ST.INT.ARVL,6611000
Cambodia,KHM,"International tourism, number of departures",ST.INT.DPRT,2038000
Cameroon,CMR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.42000008
Cameroon,CMR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,43.49000168
Cameroon,CMR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,42.09000015
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.319999933
Cameroon,CMR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Cameroon,CMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,60
Cameroon,CMR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,67
Cameroon,CMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,67
Cameroon,CMR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Cameroon,CMR,"International tourism, number of arrivals",ST.INT.ARVL,..
Cameroon,CMR,"International tourism, number of departures",ST.INT.DPRT,..
Canada,CAN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.25
Canada,CAN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.50999999
Canada,CAN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,79.23999786
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.659999847
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Canada,CAN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Canada,CAN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,74
Canada,CAN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Canada,CAN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Canada,CAN,"International tourism, number of arrivals",ST.INT.ARVL,32430000
Canada,CAN,"International tourism, number of departures",ST.INT.DPRT,37845898.44
Cayman Islands,CYM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Cayman Islands,CYM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Cayman Islands,CYM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Cayman Islands,CYM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Cayman Islands,CYM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Cayman Islands,CYM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Cayman Islands,CYM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Cayman Islands,CYM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Cayman Islands,CYM,"International tourism, number of arrivals",ST.INT.ARVL,2334000
Cayman Islands,CYM,"International tourism, number of departures",ST.INT.DPRT,..
Central African Republic,CAF,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,6.260000229
Central African Republic,CAF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,69.84999847
Central African Republic,CAF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,23.88999939
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.039999962
Central African Republic,CAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Central African Republic,CAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,49
Central African Republic,CAF,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,47
Central African Republic,CAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,47
Central African Republic,CAF,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Central African Republic,CAF,"International tourism, number of arrivals",ST.INT.ARVL,..
Central African Republic,CAF,"International tourism, number of departures",ST.INT.DPRT,..
Chad,TCD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,1.879999995
Chad,TCD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,75.05999756
Chad,TCD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,23.05999947
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.909999967
Chad,TCD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Chad,TCD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,41
Chad,TCD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,50
Chad,TCD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,50
Chad,TCD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Chad,TCD,"International tourism, number of arrivals",ST.INT.ARVL,..
Chad,TCD,"International tourism, number of departures",ST.INT.DPRT,..
Channel Islands,CHI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.63999939
Channel Islands,CHI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.619999886
Channel Islands,CHI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.73000336
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.110000134
Channel Islands,CHI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Channel Islands,CHI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Channel Islands,CHI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Channel Islands,CHI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Channel Islands,CHI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Channel Islands,CHI,"International tourism, number of arrivals",ST.INT.ARVL,..
Channel Islands,CHI,"International tourism, number of departures",ST.INT.DPRT,..
Chile,CHL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.25
Chile,CHL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.979999542
Chile,CHL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.77999878
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.289999962
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Chile,CHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Chile,CHL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,96
Chile,CHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Chile,CHL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Chile,CHL,"International tourism, number of arrivals",ST.INT.ARVL,5431000
Chile,CHL,"International tourism, number of departures",ST.INT.DPRT,4091000
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.42000008
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,25.32999992
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.25
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.599999905
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,0.6
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
China,CHN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
China,CHN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
China,CHN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
China,CHN,"International tourism, number of arrivals",ST.INT.ARVL,162538000
China,CHN,"International tourism, number of departures",ST.INT.DPRT,154632000
Colombia,COL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.12000084
Colombia,COL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,15.77000046
Colombia,COL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.11000061
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.960000038
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Colombia,COL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Colombia,COL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,92
Colombia,COL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
Colombia,COL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Colombia,COL,"International tourism, number of arrivals",ST.INT.ARVL,4529000
Colombia,COL,"International tourism, number of departures",ST.INT.DPRT,4479000
Comoros,COM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.82999992
Comoros,COM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,34.38000107
Comoros,COM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,46.79000092
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.699999809
Comoros,COM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Comoros,COM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Comoros,COM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91
Comoros,COM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Comoros,COM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Comoros,COM,"International tourism, number of arrivals",ST.INT.ARVL,45099.99847
Comoros,COM,"International tourism, number of departures",ST.INT.DPRT,..
"Congo, Dem. Rep.",COD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.840000153
"Congo, Dem. Rep.",COD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,64.30000305
"Congo, Dem. Rep.",COD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,25.86000061
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.130000114
"Congo, Dem. Rep.",COD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
